Map	Speaker	Dialogue
IIS Interrogation_Event1_Page3	Ganymede	It felt...
IIS Interrogation_Event1_Page3	Ganymede	Peculiar.
IIS Interrogation_Event1_Page3	Ganymede	Wooden houses, most of them.
IIS Interrogation_Event1_Page3	Ganymede	Frontier village.
IIS Interrogation_Event1_Page3	Matej Chalupa	Population?
IIS Interrogation_Event1_Page3	Ganymede	Seriously...
IIS Interrogation_Event1_Page3	Ganymede	What are you trying to prove here?
IIS Interrogation_Event1_Page3	Ganymede	Are you insane?!
IIS Interrogation_Event1_Page3	Ganymede	They were eager...
IIS Interrogation_Event1_Page3	Ganymede	Willing.
IIS Interrogation_Event1_Page3	Ganymede	Prospective.
IIS Interrogation_Event1_Page3	Ganymede	!!!
IIS Interrogation_Event1_Page3	Ganymede	But all of them...
IIS Interrogation_Event1_Page3	Ganymede	Left something behind.
IIS Interrogation_Event1_Page3	Ganymede	Waiting.
IIS Interrogation_Event1_Page3	Ganymede	Lurking.
IIS Interrogation_Event1_Page3	Ganymede	Looming.
IIS Interrogation_Event1_Page3	Ganymede	Threatening to catch up.
IIS Interrogation_Event1_Page4	Ganymede	I was wondering when you'd turn up.
IIS Interrogation_Event1_Page4	Daphne	It's been a while, hm?
IIS Interrogation_Event1_Page4	Ganymede	Two years, right?
IIS Interrogation_Event1_Page4	Daphne	To the day.
IIS Interrogation_Event1_Page4	Ganymede	So?
IIS Interrogation_Event1_Page4	Ganymede	You came here to gloat, or what?
IIS Interrogation_Event1_Page4	Daphne	I wish I had the time to.
IIS Interrogation_Event1_Page4	Ganymede	Poor you.
IIS Interrogation_Event1_Page4	Ganymede	Wanna trade spots?
IIS Interrogation_Event1_Page4	Daphne	I would love to.
IIS Interrogation_Event1_Page4	Daphne	But I wouldn't be able to play it half as good as you.
IIS Interrogation_Event1_Page4	Ganymede	Maybe.
IIS Interrogation_Event1_Page4	Ganymede	But I guess we'll find out, one day.
IIS Interrogation_Event1_Page4	Daphne	Perhaps, yeah.
IIS Interrogation_Event1_Page4	Daphne	Until then, though...
IIS Interrogation_Event1_Page4	Daphne	We've got some more urgent business to take care of.
IIS Interrogation_Event1_Page4	Ganymede	Oh, so that's what it's about?
IIS Interrogation_Event1_Page4	Ganymede	They had to call you in, just for me?
IIS Interrogation_Event1_Page4	Daphne	You've been telling a lot of interesting stories, from what I heard.
IIS Interrogation_Event1_Page4	Ganymede	Just the odd tale, here and there.
IIS Interrogation_Event1_Page4	Ganymede	Though I'd imagine Atlas and Gregor told you everything, already.
IIS Interrogation_Event1_Page4	Daphne	I'm sure.
IIS Interrogation_Event1_Page4	Daphne	But I also bet there's a lot more than just that.
IIS Interrogation_Event1_Page4	Ganymede	Maybe.
IIS Interrogation_Event1_Page4	Ganymede	Wanna find out?
IIS Interrogation_Event1_Page4	Daphne	With pleasure.
IIS Interrogation_Event1_Page4	Ganymede	Glad to hear that.
IIS Interrogation_Event1_Page4	Ganymede	To be honest...
IIS Interrogation_Event1_Page4	Ganymede	I've grown a bit bored, lately.
IIS Interrogation_Event1_Page4	Ganymede	I've grown a bit bored, anyway.
IIS Interrogation_Event1_Page4	Daphne	They really know how to pick them, don't they?
IIS Interrogation_Event1_Page4	Ganymede	Me putting a bullet through your head, for starters.
IIS Interrogation_Event1_Page5	Dimitar Atanasov	Your name is Timotej Stojanov.
IIS Interrogation_Event1_Page5	Dimitar Atanasov	Two days ago, you helped facilitate an armed insurrection in the city state of Trachi.
IIS Interrogation_Event1_Page5	Dimitar Atanasov	Going against your given orders, you caused irreparable damage to both the Ionian intelligence network and the nation as a whole.
IIS Interrogation_Event1_Page5	Dimitar Atanasov	You are therefore charged with treason.
IIS Interrogation_Event1_Page5	Dimitar Atanasov	Do you plead guilty?
IIS Interrogation_Event1_Page5	Ganymede	Hm?
IIS Interrogation_Event1_Page5	Ganymede	Oh, sorry.
IIS Interrogation_Event1_Page5	Ganymede	I didn't quite catch that.
IIS Interrogation_Event1_Page5	Ganymede	Would you mind saying that again?
Council Hall_Event7_Page1	Kristofor De Bloom	I'll get straight to the point.
Council Hall_Event7_Page1	Kristofor De Bloom	Heinrich sent you, from what I heard.
Council Hall_Event7_Page1	Kristofor De Bloom	And while I'm glad he had someone to speak with...
Council Hall_Event7_Page1	Kristofor De Bloom	It also means that the matter is serious.
Council Hall_Event7_Page1	Atlas	You've heard what's happening at the checkpoint?
Council Hall_Event7_Page1	Kristofor De Bloom	Bits and pieces of it.
Council Hall_Event7_Page1	Kristofor De Bloom	Though we're trying our best not to get involved.
Council Hall_Event7_Page1	Kristofor De Bloom	And yet, you're here.
Council Hall_Event7_Page1	Atlas	Right.
Council Hall_Event7_Page1	Kristofor De Bloom	Well then...
Council Hall_Event7_Page1	Kristofor De Bloom	What can I do for you?
Council Hall_Event7_Page1	Atlas	We need to enter Trachi.
Council Hall_Event7_Page1	Atlas	Today.
Council Hall_Event7_Page1	Kristofor De Bloom	What makes you think I can help you with that?
Council Hall_Event7_Page1	Atlas	Does the name Julius Gaston ring any bells?
Council Hall_Event7_Page1	Kristofor De Bloom	What about him?
Council Hall_Event7_Page1	Atlas	Don't play dumb with me.
Council Hall_Event7_Page1	Atlas	I know he's one of your people.
Council Hall_Event7_Page1	Kristofor De Bloom	Is he alright?
Council Hall_Event7_Page1	Atlas	Last time we saw him, he was about to get maimed.
Council Hall_Event7_Page1	Kristofor De Bloom	Damn it...
Council Hall_Event7_Page1	Atlas	Yeah.
Council Hall_Event7_Page1	Atlas	He's likely still being questioned.
Council Hall_Event7_Page1	Atlas	But we can get him out, if you want.
Council Hall_Event7_Page1	Kristofor De Bloom	You're asking for a trade?
Council Hall_Event7_Page1	Atlas	As you said it.
Council Hall_Event7_Page1	Kristofor De Bloom	Alright.
Council Hall_Event7_Page1	Kristofor De Bloom	Under one condition.
Council Hall_Event7_Page1	Atlas	Go ahead.
Council Hall_Event7_Page1	Kristofor De Bloom	There's someone I want you to take with you.
Council Hall_Event7_Page1	Kristofor De Bloom	Call it insurance.
Council Hall_Event7_Page1	Atlas	You think that's necessary?
Council Hall_Event7_Page1	Kristofor De Bloom	Essential.
Council Hall_Event7_Page1	Atlas	Who is it?
Council Hall_Event7_Page1	Kristofor De Bloom	You've met him, already.
Council Hall_Event7_Page1	Kristofor De Bloom	It's Tillian.
Council Hall_Event7_Page1	Atlas	I see.
Council Hall_Event7_Page1	Atlas	Alright.
Council Hall_Event7_Page1	Atlas	We'll do as proposed.
Council Hall_Event7_Page1	Kristofor De Bloom	Glad we could come to an agreement.
Council Hall_Event7_Page1	Kristofor De Bloom	There's a small waterway, just west of this village.
Council Hall_Event7_Page1	Kristofor De Bloom	Tillian will show you the way.
Council Hall_Event7_Page1	Kristofor De Bloom	Present this to the person watching the boat.
Council Hall_Event7_Page1	Atlas	What about security in Trachi?
Council Hall_Event7_Page1	Kristofor De Bloom	There's a maintenance access at the northern partition of the wall.
Council Hall_Event7_Page1	Kristofor De Bloom	It leads straight into the eastern sewer network.
Council Hall_Event7_Page1	Kristofor De Bloom	The entrance itself is guarded by a set of two Guardsmen.
Council Hall_Event7_Page1	Atlas	When does the night shift usually take over?
Council Hall_Event7_Page1	Kristofor De Bloom	These are the records of the last two weeks.
Council Hall_Event7_Page1	Kristofor De Bloom	Though there's a high chance they've changed it, after what happened today.
Council Hall_Event7_Page1	Kristofor De Bloom	But seeing as that likelihood will only increase...
Council Hall_Event7_Page1	Kristofor De Bloom	You might as well give it a shot.
Council Hall_Event7_Page1	Atlas	Thank you.
Council Hall_Event7_Page1	Kristofor De Bloom	Now, if you'll excuse me, I've got to get back to work.
Council Hall_Event7_Page1	Kristofor De Bloom	Best of luck to you.
Council Hall_Event7_Page1	Atlas	And to you.
Council Hall_Event7_Page1	Kristofor De Bloom	One more thing.
Council Hall_Event7_Page1	Kristofor De Bloom	I hope I'm not adding more fuel to the fire by helping you.
Council Hall_Event7_Page1	Atlas	We'll see about that.
Council Hall_Event7_Page1	Atlas	Until next time.
Waterway_Event1_Page2	Damien Fyodorov	What do you want?
Waterway_Event1_Page2	Tillian Márton	Hey Damien!
Waterway_Event1_Page2	Tillian Márton	You're still on watch?
Waterway_Event1_Page2	Damien Fyodorov	Oh, it's you!
Waterway_Event1_Page2	Damien Fyodorov	You weren't supposed to be here for at least another hour.
Waterway_Event1_Page2	Damien Fyodorov	Who's that with you?
Waterway_Event1_Page2	Tillian Márton	It's a long story.
Waterway_Event1_Page2	Tillian Márton	And we need to get going soon.
Waterway_Event1_Page2	Damien Fyodorov	Listen...
Waterway_Event1_Page2	Damien Fyodorov	I was nice enough to let you take the boat once, seeing how desperate you were.
Waterway_Event1_Page2	Damien Fyodorov	But I won't put my ass on the line just so you can see your girlfriend again.
Waterway_Event1_Page2	Tillian Márton	She's not my girlfriend!
Waterway_Event1_Page2	Atlas	Are you two finished?
Waterway_Event1_Page2	Damien Fyodorov	Who are you again?
Waterway_Event1_Page2	Atlas	It doesn't matter.
Waterway_Event1_Page2	Atlas	As you can see, your councillor granted us passage.
Waterway_Event1_Page2	Damien Fyodorov	Hm.
Waterway_Event1_Page2	Damien Fyodorov	Looks legit to me.
Waterway_Event1_Page2	Damien Fyodorov	Wish I could say the same about you.
Waterway_Event1_Page2	Atlas	Whatever the case might be...
Waterway_Event1_Page2	Atlas	We really need to get going now.
Waterway_Event1_Page2	Damien Fyodorov	Don't let me keep you, then.
Waterway_Event1_Page2	Atlas	Thank you.
Waterway_Event1_Page2	Damien Fyodorov	Oh... and Tillian?
Waterway_Event1_Page2	Tillian Márton	Yeah?
Waterway_Event1_Page2	Damien Fyodorov	You still owe me, don't you forget that!
Waterway_Event1_Page2	Tillian Márton	...
Waterway_Event1_Page3	Damien Fyodorov	What are you waiting for?
Waterway_Event2_Page1	Tillian Márton	Over there.
Waterway_Event2_Page1	Tillian Márton	I'll handle this.
Waterway_Event2_Page1	Tillian Márton	Yo!
Waterway_Event3_Page1	Atlas	It's in here?
Waterway_Event3_Page1	Tillian Márton	Yeah.
Waterway_Event3_Page1	Tillian Márton	Let me take the cover off.
Waterway_Event3_Page1	Tillian Márton	Alright.
Waterway_Event3_Page1	Tillian Márton	One... and two!
Waterway_Event4_Page2	Ganymede	Can't believe it's finally happening.
Waterway_Event4_Page2	Atlas	We're not inside the city yet.
Waterway_Event4_Page2	Daphne	Considering our track record...
Waterway_Event4_Page2	Daphne	We're about to get hit by a lightning strike.
Waterway_Event4_Page2	Atlas	Then let's move, before it catches up to us.
Waterway_Event4_Page2	Tillian Márton	Are you guys always that cynical?
Third Floor_Event4_Page2	Icarus	God, I'm tired.
Third Floor_Event4_Page2	Icarus	These guys really are a bunch of work...
Kenović_Event1_Page1	Goran Vinković	Nothing to see here.
Kenović_Event2_Page1	Corneliu Babić	Man, is this rain ever gonna stop?
Kenović_Event3_Page1	Lorna Faragó	Aren't we supposed to go from west to east?
Kenović_Event3_Page1	Atlas	Did you hear that?
Kenović_Event3_Page1	Lorna Faragó	Yep.
Kenović_Event3_Page1	Atlas	Would you mind?
Kenović_Event3_Page1	Lorna Faragó	I thought you'd never ask.
Kenović_Event3_Page1	Lorna Faragó	Alright.
Kenović_Event3_Page1	Lorna Faragó	Listen up, whoever's in there!
Kenović_Event3_Page1	Lorna Faragó	Either you be a kind citizen and open this door at once...
Kenović_Event3_Page1	Lorna Faragó	Or we'll have to force our way through!
Kenović_Event3_Page1	Lorna Faragó	Well, looks like the lot of you won't have a front door anymore!
Kenović_Event3_Page2	Lorna Faragó	I'll take point.
Kenović_Event3_Page2	Atlas	Just don't forget to check your corners.
Kenović_Event4_Page1	Atlas	Coming!
Kenović_Event4_Page2	Besnik Petrović	Yeah?
Kenović_Event4_Page2	Atlas	EnKAD.
Kenović_Event4_Page2	Besnik Petrović	I'm terribly sorry!
Kenović_Event4_Page2	Besnik Petrović	This has to be a mistake!
Kenović_Event4_Page2	Atlas	Calm down.
Kenović_Event4_Page2	Atlas	It's just a routine inspection.
Kenović_Event4_Page2	Atlas	Mind if we come in?
Kenović_Event4_Page2	Besnik Petrović	Oh!
Kenović_Event4_Page2	Besnik Petrović	No!
Kenović_Event4_Page2	Besnik Petrović	Not at all...
Kenović_Event4_Page4	Atlas	We have to keep going.
Kenović_Event5_Page1	Atlas	This one's been cleared, already.
Kenović_Event6_Page1	Atlas	That one has been cleared, already.
Kenović_Event7_Page1	Lorna Faragó	Uhm...
Kenović_Event7_Page1	Lorna Faragó	Not that it's my business or anything...
Kenović_Event7_Page1	Lorna Faragó	But aren't we supposed to search their homes, too?
Kenović_Event7_Page1	Atlas	You're right.
Kenović_Event7_Page1	Atlas	Looks like I've forgotten that one.
Kenović_Event7_Page1	Lorna Faragó	Is that so?
Kenović_Event7_Page1	Lorna Faragó	Unfortunate.
Kenović_Event8_Page1	Lorna Faragó	HEY!
Kenović_Event8_Page1	Lorna Faragó	Not dozing off in the middle of a mission, are we?
Kenović_Event8_Page1	Lorna Faragó	Seriously...
Kenović_Event8_Page1	Atlas	Like there's a point in rushing things...
Kenović_Event8_Page1	Atlas	This place is cordoned off, anyway.
Kenović_Event8_Page1	Lorna Faragó	Whatever you say~ But can we at least take shelter somewhere?
Kenović_Event8_Page1	Lorna Faragó	It's pouring like crazy, if you haven't noticed!
Kenović_Event8_Page1	Atlas	Yeah.
Kenović_Event8_Page1	Atlas	Let's keep checking those houses.
Kenović_Event8_Page1	Lorna Faragó	Righto!
Kenović_Event9_Page1	Veljko Radkov	Move along.
Kenović_Event10_Page1	Veljko Radkov	WARNING: Curfew in place.
Kenović_Event10_Page1	Veljko Radkov	Please stay inside.
Kenović_Event11_Page1	Mitko Daskalov	This road is temporarily closed.
Kenović_Event12_Page1	Atanas Kozel	High road and Ribon Alley succesfully secured, sir!
Preston House_Event1_Page1	Lorna Faragó	Another one, really?
Preston House_Event1_Page1	Lorna Faragó	Well, time's a wasting!
Preston House_Event1_Page1	Atlas	Don't get your hopes up.
Preston House_Event1_Page2	Lorna Faragó	Whoops!
Preston House_Event1_Page2	Atlas	Stop right there!
Preston House_Event1_Page3	Atlas	There's nothing left for us to do here.
Preston House_Event2_Page1	Lorna Faragó	Wait.
Preston House_Event2_Page1	Atlas	What's wrong?
Preston House_Event2_Page1	Lorna Faragó	I know I shouldn't be asking this.
Preston House_Event2_Page1	Atlas	Then don't.
Preston House_Event2_Page1	Lorna Faragó	You knew that guy, didn't you?
Preston House_Event2_Page1	Atlas	You listened?
Preston House_Event2_Page1	Lorna Faragó	Overheard, more like.
Preston House_Event2_Page1	Lorna Faragó	He screamed his lungs out, if you hadn't noticed.
Preston House_Event2_Page1	Atlas	Yeah...
Preston House_Event2_Page1	Atlas	Some people do that.
Preston House_Event2_Page1	Lorna Faragó	What about you?
First level_Event1_Page1	Lorna Faragó	The window!
First level_Event1_Page1	Lorna Faragó	I'll go after him.
First level_Event1_Page1	Atlas	I don't think splitting up is a good idea.
First level_Event1_Page1	Atlas	But we don't really have a choice.
First level_Event1_Page1	Lorna Faragó	Right.
First level_Event1_Page1	Lorna Faragó	I'll be back in a second.
First level_Event1_Page1	Atlas	Might as well use the chance.
First level_Event2_Page1	Atlas	I should hurry up, there's no telling when she'll be back.
First level_Event4_Page2	Atlas	You're back already.
First level_Event4_Page2	Lorna Faragó	Yup.
First level_Event4_Page2	Lorna Faragó	Couldn't find a damn thing back there.
First level_Event4_Page2	Lorna Faragó	A few scraps of cloth, and a bit of blood.
First level_Event4_Page2	Lorna Faragó	But nothing else.
First level_Event4_Page2	Atlas	Doesn't matter.
First level_Event4_Page2	Atlas	We got what we came for.
First level_Event4_Page2	Lorna Faragó	That's good news, I guess.
First level_Event4_Page2	Atlas	Yup.
First level_Event4_Page2	Atlas	Let's head back and report.
First level_Event4_Page2	Lorna Faragó	Yeah.
Second Level_Event1_Page1	Atlas	I should hurry up, there's no telling when she'll be back.
